Year,Round,GridPercentile,TrackTemp,AirTemp,TotalLaps,SafetyCarLaps,DegradationRate,First_Compound,Num_Stops,First_Pit_Lap
2019,12,0.35,44.096923076923076,25.66,70,0,-0.23892592592592568,SOFT,1,29.0
2019,12,0.6,44.096923076923076,25.66,70,0,-0.39288888888888907,MEDIUM,1,29.0
2019,12,0.8,44.096923076923076,25.66,70,0,-0.5281764705882352,MEDIUM,1,19.0
2019,12,0.55,44.096923076923076,25.66,70,0,-0.2561714285714284,MEDIUM,1,37.0
2019,12,0.7,44.096923076923076,25.66,70,0,-0.2981081081081081,MEDIUM,1,39.0
2019,12,1.0,44.096923076923076,25.66,70,0,-0.28082222222222225,HARD,1,47.0
2019,12,0.65,44.096923076923076,25.66,70,0,-0.5688000000000002,MEDIUM,1,22.0
2019,12,0.75,44.096923076923076,25.66,70,0,-0.5953999999999998,MEDIUM,1,17.0
2019,12,0.9,44.096923076923076,25.66,70,0,-0.6643999999999995,MEDIUM,2,17.0
2019,12,0.85,44.096923076923076,25.66,70,0,-0.7162857142857147,MEDIUM,1,16.0
2019,12,0.95,44.096923076923076,25.66,70,0,-0.6824117647058823,MEDIUM,1,19.0
2019,12,0.45,44.096923076923076,25.66,70,0,-0.441611111111111,SOFT,1,20.0
2019,13,0.65,28.119166666666665,17.4,44,74,0.1333750000000009,SOFT,1,14.0
2019,13,0.35,28.119166666666665,17.4,44,74,0.14989999999999953,SOFT,1,16.0
2019,13,0.05,28.119166666666665,17.4,44,74,0.23081249999999986,SOFT,1,22.0
2019,13,0.8,28.119166666666665,17.4,44,74,0.1031111111111108,SOFT,2,15.0
2019,13,0.4,28.119166666666665,17.4,44,74,0.12240000000000037,SOFT,1,26.0
2019,13,0.85,28.119166666666665,17.4,44,74,0.0012222222222225316,MEDIUM,1,24.0
2019,13,0.95,28.119166666666665,17.4,44,74,0.035684210526315645,MEDIUM,1,25.0
